"Code de la région du lieu des travaux - Code de la zone";"Code de la région du lieu des travaux - Libellé de la zone";"Code du département du lieu des travaux - Code de la zone";"Code du département du lieu des travaux - Libellé de la zone";"Code de la commune du lieu des travaux";"Numéro d'enregistrement du permis de démolir (PD)";"Etat d'avancement du projet";"Date réelle d'autorisation initiale";"Année de dépôt de la DAU";"Date (mois) de prise en compte (DPC) du premier évènement reçu dans Sitadel (dépôt de la demande ou autorisation)";"Date (mois) de prise en compte (DPC) de l'autorisation initiale";"Date (mois) (DPC) de dernière mise à jour des données";"Code d'activité principale de l'établissement d'un demandeur avéré en tant que personne morale";"Catégorie juridique d'un demandeur avéré en tant que personne morale";"Dénomination d'un demandeur avéré en tant que personne morale";"Numéro SIREN d'un demandeur avéré en tant que personne morale";"Numéro SIRET d'un demandeur avéré en tant que personne morale";"Code postal du demandeur";"Localité du demandeur";"Indicateur de recours à un architecte";"Numéro de voie du terrain";"Type de voie du terrain";"Libellé de la voie du terrain";"Lieu-dit du terrain";"Localité du terrain";"Code postal du terrain";"Section cadastrale 1";"Numéro parcelle cadastrale 1";"Section cadastrale 2";"Numéro parcelle cadastrale 2";"Section cadastrale 3";"Numéro parcelle cadastrale 3";"Superficie du terrain";"Code zone opératoire"
"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"NUM_PD";"ETAT_PD";"DATE_REELLE_AUTORISATION";"AN_DEPOT";"DPC_PREM";"DPC_AUT";"DPC_DERN";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_TYPEVOIE_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP"
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0055";2;"2023-05-02";2023;"2023-05";"2023-05";"2023-05";;;;;;"31000";"TOULOUSE";"false";"146";"ROUTE";"DE BLAGNAC";;"TOULOUSE";"31200";"AO";107;;;;;507;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0056";2;"2023-04-26";2023;"2023-04";"2023-04";"2023-04";"86.90E";6574;"SCP 9 BIS";"439071705";"43907170500016";"31200";"TOULOUSE";"false";"9BIS";;"RTE DE LAUNAGUET";;"TOULOUSE";"31200";"AP";297;"AP";"298";;;1463;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0057";2;"2023-05-17";2023;"2023-04";"2023-05";"2023-05";"74.90A";5710;"MATHIAS ALARD";"844641423";"84464142300026";"31000";"TOULOUSE";"false";"40";"AV";"JEAN CHAUBET";;"TOULOUSE";"31500";"AD";312;;;;;211;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0058";2;"2023-04-17";2023;"2023-04";"2023-04";"2023-04";;;;;;"38640";"CLAIX";"false";"29";;"AV DES CHARMETTES";;"TOULOUSE";"31500";"BC";37;;;;;415;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0059";2;"2023-07-13";2023;"2023-04";"2023-07";"2023-07";;;;;;"31200";"TOULOUSE";"false";"30 B";;"CHE DE LANUSSE";;"TOULOUSE";"31200";"AK";74;;;;;336;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0060";2;"2023-05-24";2023;"2023-04";"2023-05";"2023-05";;;;;;"31200";"TOULOUSE";"false";"24";"RUE";"FREDERIC BERAT";;"TOULOUSE";"31200";"AP";137;;;;;216;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0061";2;"2023-05-31";2023;"2023-04";"2023-05";"2023-05";"10.72Z";5710;"MONDELEZ FRANCE BISCUITS PRODUCTION SAS";"433085149";"43308514900022";"31100";"TOULOUSE";"false";"8";"RUE";"JACQUES GAMELIN";;"TOULOUSE";"31100";"AC";588;;;;;25511;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0062";2;"2023-04-26";2023;"2023-04";"2023-04";"2023-04";;;;;;"31830";"PLAISANCE DU TOUCH";"false";"46";;"CHEMIN LICARD";;"TOULOUSE";"31100";"AY";230;"AY";"231";"AY";"548";1953;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0063";2;"2023-05-24";2023;"2023-04";"2023-05";"2023-05";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";;"RUE";"DU PONT SAINT-PIERRE";;"TOULOUSE";"31000";"AD";487;;;;;45874;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0067";2;"2023-05-10";2023;"2023-04";"2023-05";"2023-05";;;;;;"31500";"TOULOUSE";"false";"115";"BD";"DELTOUR";;"TOULOUSE";"31500";"AC";150;;;;;398;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0069";2;"2023-06-28";2023;"2023-04";"2023-06";"2023-06";"52.21Z";5599;"SNCF RESEAU";"412280737";"41228073720375";;;"false";"6";;"RUE MARIE-CLAIRE DE CATELL";;"TOULOUSE";"31000";"AB";53;;;;;300422;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0070";2;"2023-06-07";2023;"2023-06";"2023-06";"2023-06";;;;;;"31000";"TOULOUSE";"false";"28 B";"RUE";"DES SALENQUES";;"TOULOUSE";"31000";"AD";240;;;;;63;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0072";2;"2023-05-15";2023;"2023-05";"2023-05";"2023-05";;;;;;"31400";"TOULOUSE";"false";"14";"RUE";"TARISSAN";;"TOULOUSE";"31400";"AE";162;;;;;387;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0073";2;"2023-07-10";2023;"2023-05";"2023-07";"2023-07";;;;;;"31200";"TOULOUSE";"false";"48";;"RUE D EYLAU";;"TOULOUSE";"31200";"AE";84;;;;;148;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0074";2;"2023-05-15";2023;"2023-05";"2023-05";"2023-05";;;;;;"31200";"TOULOUSE";"false";"43";"RUE";"OCTAVE FEUILLET";;"TOULOUSE";"31200";"AI";100;;;;;415;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0075";2;"2023-07-24";2023;"2023-05";"2023-07";"2023-07";"70.10Z";6541;"LP PROMOTION 938";"953105244";"95310524400016";"31000";"TOULOUSE";"false";"36";;"BD JEAN BRUNHES";;"TOULOUSE";"31300";"AK";388;;;;;2512;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0076";2;"2023-06-26";2023;"2023-05";"2023-06";"2023-06";"68.20A";5699;"CDC HABITAT SOCIAL SOCIETE ANONYME D'HABITATIONS A LOYER MODERE";"552046484";"55204648400325";"33520";"BRUGES";"false";"11";"RUE";"PAUL ELUARD";;"TOULOUSE";"31400";"AC";2;"AC";"57";;;2864;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0077";2;"2023-06-12";2023;"2023-05";"2023-06";"2023-06";"45.11Z";5710;"EDENAUTO";"903617199";"90361719900018";"31400";"TOULOUSE";"false";"125";"ROUTE";"DE REVEL";;"TOULOUSE";"31400";"AT";105;"AT";"106";"AT";"107";27201;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0078";2;"2023-05-31";2023;"2023-05";"2023-05";"2023-05";;;;;;"31500";"TOULOUSE";"false";"14 BI";"RUE";"JEAN ANDRIEU";;"TOULOUSE";"31500";"AC";296;;;;;81;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0079";2;"2023-05-31";2023;"2023-05";"2023-05";"2023-05";;;;;;"31100";"TOULOUSE";"false";"47";"CH";"DE CATALA";;"TOULOUSE";"31100";"AZ";205;;;;;767;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0080";2;"2023-06-14";2023;"2023-05";"2023-06";"2023-06";;;;;;"31200";"TOULOUSE";"false";"29";"RUE";"DES SABLES";;"TOULOUSE";"31200";"BD";50;;;;;681;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0081";2;"2023-07-05";2023;"2023-05";"2023-07";"2023-07";"41.20A";5710;"LE MAS TOULOUSAIN";"838691772";"83869177200019";"31000";"TOULOUSE";"false";"49 BI";;"ROUTE DE LABEGE";;"TOULOUSE";"31000";"AV";134;;;;;801;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0082";2;"2023-06-21";2023;"2023-06";"2023-06";"2023-06";;;;;;"31400";"TOULOUSE";"false";"22";"RUE";"NOULET";;"TOULOUSE";"31400";"AC";223;;;;;242;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0083";2;"2023-06-21";2023;"2023-06";"2023-06";"2023-06";"41.10C";4140;"ETS PUBLIC FONCIER LOCAL GD TOULOUSE";"494057722";"49405772200014";"31500";"TOULOUSE";"false";"19";"AV";"DE LYON";;"TOULOUSE";"31200";"AE";48;;;;;100;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0084";2;"2023-06-26";2023;"2023-06";"2023-06";"2023-06";;;;;;"31200";"TOULOUSE";"false";"22";"CH";"DU PRAT LONG";;"TOULOUSE";"31200";"AL";140;"AL";"141";;;406;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0085";2;"2023-07-03";2023;"2023-06";"2023-07";"2023-07";;;;;;"31200";"TOULOUSE";"false";"131 B";;"RUE DU GENERAL BOURBAKI";;"TOULOUSE";"31200";"AB";70;;;;;2185;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0086";2;"2023-06-16";2023;"2023-06";"2023-06";"2023-06";"42.99Z";5515;"OPPIDEA";"528998354";"52899835400039";"31000";"TOULOUSE";"false";;"ROUTE";"DE REVEL";;"TOULOUSE";"31000";"AR";135;"AR";"244";;;7280;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0087";2;"2023-06-26";2023;"2023-06";"2023-06";"2023-06";;;;;;"31290";"AVIGNONET LAURAGAIS";"false";"52";"CH";"DU RENARD";;"TOULOUSE";"31000";"AH";20;"AH";"21";;;1997;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0088";5;"2023-06-21";2023;"2023-06";"2023-06";"2024-01";"68.10Z";5710;"HERACLES PROMOTION";"903178382";"90317838200011";"31100";"TOULOUSE";"false";"3";"RUE";"HENRI LANFANT";;"TOULOUSE";"31400";"AB";256;"AB";"257";;;221;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0089";2;"2023-06-26";2023;"2023-06";"2023-06";"2023-06";;;;;;"31100";"TOULOUSE";"false";"7";"RUE";"DAUPHINE";;"TOULOUSE";"31";"AD";399;;;;;467;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0090";2;"2023-06-26";2023;"2023-06";"2023-06";"2023-06";;;;;;"31500";"TOULOUSE";"false";"11";"RUE";"PIGNI";;"TOULOUSE";"31500";"AO";334;"AO";"335";;;641;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0091";2;"2023-06-26";2023;"2023-06";"2023-06";"2023-06";"68.20B";6540;"DIDIER 98";"419288105";"41928810500010";"31100";"TOULOUSE";"false";"9";"AV";"DIDIER DAURAT";;"TOULOUSE";"31400";"BC";269;"BC";"270";"BC";"95";1550;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0092";2;"2023-06-21";2023;"2023-06";"2023-06";"2023-06";;;;;;"31770";"COLOMIERS";"false";"19";"RUE";"FABIAN";;"TOULOUSE";"31200";"BC";524;;;;;667;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0093";2;"2023-06-26";2023;"2023-06";"2023-06";"2023-06";;;;;;"31500";"TOULOUSE";"false";"7";"BD";"DELTOUR";;"TOULOUSE";"31500";"AH";27;;;;;934;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0094";2;"2023-07-05";2023;"2023-06";"2023-07";"2023-07";"68.20B";6540;"SCI A.T.L.";"415252048";"41525204800020";"31820";"PIBRAC";"false";"38";;"CHE DES ARGOULETS";;"TOULOUSE";"31500";"AE";420;"AE";"71";;;2779;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0095";2;"2023-07-05";2023;"2023-06";"2023-07";"2023-07";"68.20B";6540;"SCI ANAIS";"838252898";"83825289800013";"31100";"TOULOUSE";"false";"41";;"RUE JULIA";;"TOULOUSE";"31500";"AC";142;"AC";"144";;;2711;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0096";2;"2023-07-31";2023;"2023-06";"2023-07";"2023-07";"85.31Z";9220;"LYCEE EMILIE DE RODAT";"776944464";"77694446400010";"31027";"TOULOUSE";"false";"62 BI";;"ALL MAURICE SARRAUT";;"TOULOUSE";"31000";"AM";330;;;;;3990;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0097";2;"2023-07-03";2023;"2023-07";"2023-07";"2023-07";;;;;;"31100";"TOULOUSE";"false";"90";;"CHE DE BASSO CAMBO";;"TOULOUSE";"31100";"AI";68;;;;;1674;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0098";2;"2023-07-05";2023;"2023-06";"2023-07";"2023-07";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31000";"TOULOUSE";"false";"33";;"ALL HENRI SELLIER";;"TOULOUSE";"31400";"AE";1;;;;;11119;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0100";2;"2023-07-05";2023;"2023-06";"2023-07";"2023-07";"66.30Z";5710;"HOLDING PLATA";"935140434";"93514043400017";"31200";"TOULOUSE";"false";"6";;"RUE DE L'AVENIR";;"TOULOUSE";"31500";"AE";288;"AE";"479";;;218;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0101";2;"2023-07-10";2023;"2023-06";"2023-07";"2023-07";"68.20B";6540;"SCI DE MURET";"914503909";"91450390900014";"31500";"TOULOUSE";"false";"21";;"AV DE MURET";;"TOULOUSE";"31000";"AE";38;;;;;410;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0102";2;"2023-07-10";2023;"2023-06";"2023-07";"2023-07";;;;;;"31000";"TOULOUSE";"false";"36";;"AV ALBERT BEDOUCE";;"TOULOUSE";"31500";"AI";147;;;;;423;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0103";2;"2023-07-24";2023;"2023-07";"2023-07";"2023-07";;;;;;"31000";"TOULOUSE";"false";"13";;"RUE MAURICE FORT";;"TOULOUSE";"31000";"AD";233;"AD";"591";;;434;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0104";2;"2023-07-17";2023;"2023-07";"2023-07";"2023-07";;;;;;"31200";"TOULOUSE";"false";"4";;"RUE LAMBIC";;"TOULOUSE";"31200";"AB";414;;;;;259;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0105";2;"2023-07-19";2023;"2023-07";"2023-07";"2023-07";;;;;;"31000";"TOULOUSE";"false";"4";;"RUE DE SOLFERINO";;"TOULOUSE";"31500";"AB";953;"AB";"954";;;417;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0106";2;"2023-10-30";2023;"2023-07";"2024-09";"2024-09";"85.42Z";7383;"UNIVERSITE TOULOUSE II";"193113834";"19311383400017";;;"false";"5";;"ALLEE ANONIO MACHADO";;"TOULOUSE";"31000";"BH";162;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0107";2;"2023-07-17";2023;"2023-07";"2023-07";"2023-07";;;;;;"31200";"TOULOUSE";"false";"3";;"RUE DE VENERQUE";;"TOULOUSE";"31200";"AO";61;;;;;341;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0108";2;"2023-08-30";2023;"2023-07";"2023-08";"2023-08";"41.10C";4140;"ETS PUBLIC FONCIER LOCAL GD TOULOUSE";"494057722";"49405772200014";;;"false";"17";"CH";"LAPUJADE";;"TOULOUSE";"31200";"AD";294;;;;;76;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0109";2;"2023-07-17";2023;"2023-07";"2023-07";"2023-07";;;;;;"31200";"TOULOUSE";"false";"52";;"RUE JEAN GAYRAL";;"TOULOUSE";"31200";"AC";67;;;;;391;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0110";2;"2023-07-19";2023;"2023-07";"2023-08";"2023-08";"41.10A";5547;"LA COOPERATIVE D'HABITATIONS SA COOPERATIVE D'INTERET COLLECTIF D'HABITATIONS A LOYER MODERE, SOCIETE A CAPITAL VARIABLE";"580801959";"58080195900025";"31400";"TOULOUSE";"false";"306";;"AV DE GRANDE BRETAGNE";;"TOULOUSE";"31300";"AI";431;;;;;532;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0111";2;"2023-08-22";2023;"2023-07";"2023-08";"2023-08";;;;;;"31300";"TOULOUSE";"false";"10";"RUE";"DE CUGNAUX";;"TOULOUSE";"31300";"AL";5;;;;;383;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0112";2;"2023-09-13";2023;"2023-07";"2023-09";"2023-09";"68.31Z";5499;"MARTIN GESTION";"339824963";"33982496300039";"31400";"TOULOUSE";"false";"50";"RUE";"ALFRED DUMERIL";;"TOULOUSE";"31400";"AB";314;;;;;194;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0113";2;"2023-09-06";2023;"2023-07";"2023-09";"2023-09";"68.20A";5599;"SOC HLM LA CITE DES JARDINS";"600800825";"60080082500033";"31700";"BLAGNAC";"false";"69";"RUE";"BAYARD";;"TOULOUSE";"31000";"AB";190;;;;;217;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0114";2;"2023-07-24";2023;"2023-07";"2023-07";"2023-07";;;;;;"31500";"TOULOUSE";"false";"5";;"RUE DES PENSEES";;"TOULOUSE";"31500";"AC";383;;;;;589;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0116";2;"2023-08-30";2023;"2023-07";"2023-08";"2023-08";;;;;;"31200";"TOULOUSE";"false";"28";"RUE";"SAINTE BLANCHE";;"TOULOUSE";"31200";"AC";132;;;;;260;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0117";2;"2023-08-03";2023;"2023-07";"2023-07";"2023-07";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";"139";;"CHE DE TOURNEFEUILLE";;"TOULOUSE";"31300";"AT";324;;;;;1021;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0118";2;"2023-07-27";2023;"2023-07";"2023-07";"2023-07";"68.20B";6540;"SCI JS ST SIMON";"918651886";"91865188600015";"31270";"CUGNAUX";"false";"49";;"CHE DE BASSO CAMBO";;"TOULOUSE";"31100";"AS";34;;;;;264;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0119";2;"2023-09-06";2023;"2023-07";"2023-09";"2023-09";"41.10A";5499;"RENO";"799792056";"79979205600019";"31000";"TOULOUSE";"false";"69";"ALLEE";"DE BRIENNE";;"TOULOUSE";"31000";"AD";194;;;;;411;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0120";2;"2023-09-27";2023;"2023-07";"2023-09";"2023-09";;;;;;"31500";"TOULOUSE";"false";"16";"RUE";"RENE BAZIN";;"TOULOUSE";"31500";"AH";217;;;;;649;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0121";4;"2023-09-25";2023;"2023-07";"2023-09";"2023-11";;;;;;"31200";"TOULOUSE";"false";"40 BI";"RUE";"DES SPORTS";;"TOULOUSE";"31200";"AC";347;;;;;522;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0122";2;"2023-08-17";2023;"2023-08";"2023-08";"2023-08";;;;;;"31400";"TOULOUSE";"false";"98";"RUE";"DES TRENTE SIX PONTS";;"TOULOUSE";"31400";"AC";80;;;;;531;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0123";2;"2023-08-30";2023;"2023-08";"2023-08";"2023-08";"68.20B";6540;"SCI K.P.J.C";"447483074";"44748307400012";"31400";"TOULOUSE";"false";"3";"RUE";"SAINT AUBIN";;"TOULOUSE";"31000";"AC";25;;;;;395;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0124";2;"2023-08-30";2023;"2023-08";"2023-08";"2023-08";;;;;;"31300";"TOULOUSE";"false";"10";"RUE";"JEAN CRAMPAGNE";;"TOULOUSE";"31300";"AD";819;"AD";"821";;;511;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0125";2;"2023-08-24";2023;"2023-08";"2023-08";"2023-08";"68.31Z";5710;"ESSET";"484882642";"48488264200222";"31400";"TOULOUSE";"false";"20";"CH";"DE LAPORTE";;"TOULOUSE";"31300";"AY";49;;;;;14111;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0126";2;"2023-10-09";2023;"2023-08";"2023-10";"2023-10";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";"1";"CH";"VINCENT D INDY";"1 A 7 CHEMINEMENT V. D'INDY -1 A 4 CHE";"TOULOUSE";"31998";"AC";198;"AC";"321";"AC";"369";2968;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0127";2;"2023-09-11";2023;"2023-08";"2023-09";"2023-09";;;;;;"31100";"TOULOUSE";"false";"16";"CH";"DE ROCAMADOUR";;"TOULOUSE";"31100";"AZ";233;;;;;529;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0129";2;"2023-08-22";2023;"2023-08";"2023-08";"2023-08";;;;;;"31100";"TOULOUSE";"false";"47";"RUE";"VESTREPAIN";;"TOULOUSE";"31100";"AM";346;;;;;336;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0130";2;"2023-09-11";2023;"2023-08";"2023-09";"2023-09";"68.20A";5699;"CDC HABITAT SOCIAL SOCIETE ANONYME D'HABITATIONS A LOYER MODERE";"552046484";"55204648400325";"33520";"BRUGES";"false";;"AV";"ALBERT BEDOUCE";;"TOULOUSE";"31400";"AB";78;"AB";"79";"AB";"80";10864;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0131";2;"2023-08-30";2023;"2023-08";"2023-08";"2023-08";;;;;;"31500";"TOULOUSE";"false";"4 B";"RUE";"DES PERVENCHES";;"TOULOUSE";"31500";"AC";25;;;;;310;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0132";2;"2023-10-04";2023;"2023-08";"2023-10";"2023-10";;;;;;"31400";"TOULOUSE";"false";"24";"RUE";"DES ORFEVRES";;"TOULOUSE";"31400";"AB";161;;;;;151;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0133";2;"2023-09-13";2023;"2023-08";"2023-09";"2023-09";;;;;;"31200";"TOULOUSE";"false";"38";"RUE";"FRANZ SCHUBERT";;"TOULOUSE";"31200";"AC";178;;;;;455;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0134";2;"2024-03-22";2023;"2023-08";"2024-03";"2024-03";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";"17-19";"RUE";"CAMBIGUE";;"TOULOUSE";"31500";"AE";22;"AE";"23";;;635;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0135";2;"2023-09-11";2023;"2023-08";"2023-09";"2023-09";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";"6-8";"RUE";"CAMBIGUE";;"TOULOUSE";"31500";"AE";151;"AE";"156";;;479;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0136";2;"2023-09-06";2023;"2023-08";"2023-09";"2023-09";;;;;;"31500";"TOULOUSE";"false";"13";"RUE";"NICOLAS GRANDMAISON";;"TOULOUSE";"31500";"AC";339;;;;;281;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0137";2;"2023-10-25";2023;"2023-09";"2023-10";"2023-10";;;;;;"31300";"TOULOUSE";"false";"5";"RUE";"VICTOR CAPOUL";;"TOULOUSE";"31300";"AK";10;;;;;368;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0138";2;"2023-09-18";2023;"2023-09";"2024-05";"2024-05";;;;;;"31000";"TOULOUSE";"false";"12";;"RUE DU GENERAL BOURBAKI";;"TOULOUSE";"31200";"AC";273;;;;;85;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0140";2;"2023-10-09";2023;"2023-09";"2023-10";"2023-10";;;;;;"31200";"TOULOUSE";"false";"123";"BD";"PIERRE CURIE";;"TOULOUSE";"31200";"AB";26;;;;;129;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0141";2;"2023-10-25";2023;"2023-09";"2023-10";"2023-10";;;;;;"31200";"TOULOUSE";"false";"92";"RUE";"DU GENERAL BOURBAKI";;"TOULOUSE";"31200";"AB";210;;;;;282;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0142";2;"2023-10-04";2023;"2023-09";"2023-09";"2023-09";"42.99Z";5515;"OPPIDEA";"528998354";"52899835400039";"31000";"TOULOUSE";"false";"1";"PLACE";"D EMPALOT";;"TOULOUSE";"31400";"AD";58;;;;;604;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0144";2;"2023-09-25";2023;"2023-09";"2023-09";"2023-09";;;;;;"31100";"TOULOUSE";"false";"3";"RUE";"CORNEILLE";;"TOULOUSE";"31100";"AE";49;;;;;353;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0145";2;"2024-02-09";2023;"2023-09";"2024-02";"2024-02";"68.32A";5710;"ESSET";"484882642";"48488264200248";"34000";"MONTPELLIER";"false";"89";"CH";"SALINIE";;"TOULOUSE";"31300";"AD";2;;;;;511;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0146";2;"2023-10-09";2023;"2023-10";"2023-10";"2023-10";"68.32A";5710;"COSY HOME SYNDIC";"904552858";"90455285800014";"31340";"LA MAGDELAINE SUR TARN";"false";"52";"RUE";"PIERRE PAUL RIQUET";;"TOULOUSE";"31000";"AB";290;;;;;174;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155523D0147";2;"2023-12-06";2023;"2023-09";"2023-12";"2023-12";;;;;;"31000";"TOULOUSE";"false";"9";"RUE";"SAINT BRUNO";;"TOULOUSE";"31000";"AD";308;"AD";"309";;;180;4
